,title,genre,votes,rating,release_year,plot,poster,imdb_id
1030,Canada (2004),Short,16.0,7.1,2004,"Set in the early 50's in the south of Holland,young Teun does not understand his mother's death. In this time of major immigration to the promised land of Canada,he thinks they are all going to take this journey.",https://m.media-amazon.com/images/M/MV5BMTc1NTc2NTAxMV5BMl5BanBnXkFtZTgwNjA3MDA2MDE@._V1_SX300.jpg,tt0478852
1031,Canada på tvers med Lars Monsen,Documentary,244.0,8.9,2005,"Lars Monsen travels across Canada,encountering wildlife around every corner.",https://m.media-amazon.com/images/M/MV5BODE4MDhiOGEtZDgwOC00NzE4LThkMTktOGYyNDZlMjlmYjU4XkEyXkFqcGdeQXVyNTg5Njk5Njk@._V1_SX300.jpg,tt0802961
1032,Canada Russia '72,Drama,310.0,7.6,2006,CANADA RUSSIA '72 is shot in a fluid documentary style that effectively captures all the immediacy of the '72 hockey summit's intrigues.,https://m.media-amazon.com/images/M/MV5BMTI0OTUzNDkxM15BMl5BanBnXkFtZTcwMzMwNzkzMQ@@._V1_SX300.jpg,tt0484098
1033,Canada (2007),Short,6.0,6.7,2007,"Part memoir,part fiction, Canada  is the story of a young,half-Indian girl who struggles with her New Age mom and her younger siblings as the family attempts to move from Northern ...",N/A,tt1214952
1034,So You Think You Can Dance Canada,Music,268.0,6.0,2008,N/A,https://m.media-amazon.com/images/M/MV5BZWJmZmJjZjEtODk0My00NmZjLTk2NjktNTk4ZWQ5ZDQxZTdmXkEyXkFqcGdeQXVyMjMwODU0MjI@._V1_SX300.jpg,tt1267314
1036,Come Dine with Me Canada,Reality-TV,61.0,7.4,2010,"Come Dine with Me Canada (2010) is based on the British television show of the same name,Come Dine with Me (2005). Five strangers,each an amateur chef,compete to host the best dinner ...",https://ia.media-imdb.com/images/M/MV5BNWUxNzNkMjktZTZiMi00ODQyLTlmMTItMjEzNTcwZmFiNTVlL2ltYWdlXkEyXkFqcGdeQXVyMTE0OTg5NTU@._V1_SX300.jpg,tt1763422
1037,Wipeout Canada,Game-Show,157.0,2.4,2011,"Daring Canadian contestants are in pursuit of cash prizes on an extreme obstacle course designed to provide the most spectacular spills,face plants,and splashdowns.",N/A,tt1753229
1038,Undercover Boss Canada,Reality-TV,64.0,6.0,2012,CEOs from the largest Canadian corporations go undercover to learn about their everyday employees and what struggles they face.,https://m.media-amazon.com/images/M/MV5BNjE0OTU5NDktNTI0NS00MDE4LWI4MzQtZTdjNTU2MTA2YzA0XkEyXkFqcGdeQXVyMzc2MDA5NzY@._V1_SX300.jpg,tt2177313
1040,MasterChef Canada,Reality-TV,375.0,6.3,2014,Amateur chefs compete in this Canadian version of the reality-cooking series.,https://m.media-amazon.com/images/M/MV5BODA1MjEyMzY2MV5BMl5BanBnXkFtZTgwOTQ5NTA5NTE@._V1_SX300.jpg,tt3219166
1041,My Internship in Canada,Comedy,741.0,6.9,2015,An idealistic young Haitian travels to rural Quebec to intern for an independent Member of Parliament when a national debate erupts that finds the MP holding the tie-breaking vote.,https://m.media-amazon.com/images/M/MV5BNzcwZTIyMWMtYmJjNy00ZmViLThlNGMtMTVjOTQyOWU4ZDA1XkEyXkFqcGdeQXVyMjQ3NzUxOTM@._V1_SX300.jpg,tt4116116
1042,The Bachelorette Canada,Reality-TV,32.0,7.1,2016,Bachelorette Canada is a great and wonderful series. Thank you for generating the full episode.,https://m.media-amazon.com/images/M/MV5BNTRhYTgxZTMtYTczZC00YjkxLWEwYjQtODg0ZmM0MTE2NzE3XkEyXkFqcGdeQXVyNzI1MjQ0NjA@._V1_SX300.jpg,tt5809666
1043,Canada: The Story of Us,Drama,73.0,5.5,2017,N/A,https://m.media-amazon.com/images/M/MV5BZTAzNDI5OWQtOWU1MC00MTZkLTk2YzUtZTY3NDk2MGExNjJkXkEyXkFqcGdeQXVyNTE0NTM0Ng@@._V1_SX300.jpg,tt6076476
1044,Design Canada,Documentary,40.0,8.4,2018,Design Canada is the first documentary chronicling the history of Canadian graphic design and how it shaped a nation and its people.,https://m.media-amazon.com/images/M/MV5BNzMxNTExNTkyOV5BMl5BanBnXkFtZTgwMzAyOTY3NTM@._V1_SX300.jpg,tt7125748
1045,Family Feud Canada,Game-Show,6.0,6.2,2019,Canadian families compete to guess the most popular answers to survey questions.,https://m.media-amazon.com/images/M/MV5BMzA3YTRhNjgtNjVkZi00YTZlLTk1M2ItYThhZjU3MThlMWNmXkEyXkFqcGdeQXVyNTM0NTU5Mg@@._V1_SX300.jpg,tt11478344
1047,Sleepless in Seattle,Comedy,151233.0,6.8,1993,A recently widowed man's son calls a radio talk-show in an attempt to find his father a partner.,https://m.media-amazon.com/images/M/MV5BNWY1MDJkZGUtZTE2OS00ODZiLTlmNzQtMDZjNzM2ZjkwM2QxXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,tt0108160
1049,The Real World You Never Saw: Boston + Seattle,Documentary,19.0,3.7,1998,"More bloopers and outtakes from past seasons of 'The Real World',mostly from Boston and Seattle",N/A,tt0202547
1051,30 Frames a Second: The WTO in Seattle,Documentary,34.0,6.8,2000,"30 Frames A Second: The WTO in Seattle,is a compelling first-person account of the events that unfolded during the week the World Trade Organization came to Seattle in November of 1999.",https://m.media-amazon.com/images/M/MV5BMTc4MDc3NDE0Ml5BMl5BanBnXkFtZTcwMzcxMDI3Mw@@._V1_SX300.jpg,tt0315734
1052,Sweet 116: The 2001 Seattle Mariners History Making Season,Family,10.0,8.6,2001,A look at the 2001 Seattle Mariners who tied Major League Baseballs modern day record for most wins in a season with 116.,https://m.media-amazon.com/images/M/MV5BOGFlY2U5YzItNzNmZC00YzY5LWIwMjItMDdkYjdhN2NmMjRmXkEyXkFqcGdeQXVyODU5MTIwODI@._V1_SX300.jpg,tt0960091
1054,Heart: Alive in Seattle,Music,76.0,8.6,2003,Live concert footage from the Paramount in Seattle.,https://m.media-amazon.com/images/M/MV5BMTg3NDAxMjY1Ml5BMl5BanBnXkFtZTcwMjk4MzE2MQ@@._V1_SX300.jpg,tt0387279
1057,Battle in Seattle,Action,13930.0,6.7,2007,"Activists arrive in Seattle,Washington en masse to protest a meeting of the World Trade Organization. Riots and chaos ensue as demonstrators successfully stop the WTO meetings.",https://m.media-amazon.com/images/M/MV5BMjIxMzE1NzcxM15BMl5BanBnXkFtZTgwMDcyNDM2MTI@._V1_SX300.jpg,tt0850253
1059,Paddle to Seattle: Journey Through the Inside Passage,Documentary,53.0,8.2,2009,"Two best friends build their own kayaks and paddle alone for 97 days in the wilderness over 1,300 miles from Alaska to Seattle and survive to talk about most things.",https://m.media-amazon.com/images/M/MV5BMTMwODI0NzA2OV5BMl5BanBnXkFtZTcwMjIyNjMwMw@@._V1_SX300.jpg,tt1553143
1060,Janeane Garofalo: If You Will - Live in Seattle,Comedy,116.0,6.6,2010,"She's funny. She's edgy. She's the one-and-only Janeane Garofalo. And now,in her first solo special in over a decade,this Emmy nominated stand-up superstar digs into the many myths we all live by.",https://m.media-amazon.com/images/M/MV5BMTQyNzU2MTgwOV5BMl5BanBnXkFtZTgwMTIxNTA2MDE@._V1_SX300.jpg,tt1735196
1062,Seattle Superstorm,Action,861.0,3.1,2012,"NASA scientist Tom Reynolds thought everything would be fine when he moved to Seattle to be with his fiancé,Navy Lieutenant Emma Peterson. But when his gearhead son Wyatt can't stop ...",https://m.media-amazon.com/images/M/MV5BMTYxNjk2NDUxNF5BMl5BanBnXkFtZTcwNTAyNTU0Nw@@._V1_SX300.jpg,tt1910615
1066,Seattle Road,Drama,53.0,4.8,2016,Two young artists use love as a safety net against the fear and pain in their lives in order to propel them deeper into their art.,https://m.media-amazon.com/images/M/MV5BYzNjNjVlODItZTEyYS00ODg4LWEwOTUtMTIxNTQyZDJmOTk2XkEyXkFqcGdeQXVyMTk1Mzg2NjA@._V1_SX300.jpg,tt3584390
1068,Seattle,N/A,12.0,5.9,2018,N/A,https://m.media-amazon.com/images/M/MV5BNDQ3NjkwY2YtZjMyMi00OWVlLWFjOTQtMzEyYTAzYzY2Mzk5XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,tt8238064
1069,Miami Undercover,Drama,10.0,5.2,1961,Jeff Thompson is a detective who works undercover for a Motel Association in Miami Beach.,N/A,tt0054556
1070,Voir Miami,Documentary,13.0,7.1,1962,N/A,N/A,tt0950719
1071,Destination Miami: Objective Murder,Drama,6.0,3.8,1964,N/A,https://m.media-amazon.com/images/M/MV5BNzFjZmFiODItNzNmYS00ODhiLTk1NzAtN2Y5YWE4MjEyMjc4XkEyXkFqcGdeQXVyMTYxNjkxOQ@@._V1_SX300.jpg,tt0204142
1074,A mí qué me importa que explote Miami,Comedy,5.0,4.2,1976,N/A,N/A,tt0074082
1075,Miami Vice (tv),Action,21901.0,7.4,1984,"Resplendent with authentic 1980's music,fashion and vibe,'Miami Vice' follows two undercover detectives and their extended team through the mean streets of Miami.",https://m.media-amazon.com/images/M/MV5BMTlmMjJhNDctODg1NS00MzU1LTg3YzEtZGY2ZjYzOGE5OWZmXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,tt0086759
1076,Miami Supercops,Action,6309.0,6.3,1985,"Garret goes to Miami and gets murdered after 7 years in prison for a $20,000,000 bank robbery. The money and the 2 others were never found. The Trinity bros. go to Miami as cops to solve the case this time. Fun fights.",https://m.media-amazon.com/images/M/MV5BMTk4NTM3MTQxMl5BMl5BanBnXkFtZTgwODQ0NTAzMTE@._V1_SX300.jpg,tt0089591
1078,Miami Connection,Action,4393.0,5.8,1987,A martial arts rock band goes up against a band of motorcycle ninjas who have tightened their grip on Florida's narcotics trade.,https://m.media-amazon.com/images/M/MV5BMjA4MjcxMjYzNl5BMl5BanBnXkFtZTcwMTcyNDc1OA@@._V1_SX300.jpg,tt0092549
1079,Police Academy 5: Assignment: Miami Beach,Comedy,31433.0,4.6,1988,The Police Academy's commandant will be honored at a police convention in Miami Beach. At the airport he picks a wrong bag with stolen diamonds. The 'owners' want them back.,https://m.media-amazon.com/images/M/MV5BNmJjN2Y2NDgtMDE5Mi00ZWUwLTkyMmQtZTgzZTdiMTM4OGUwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,tt0095882
1080,Miami Cops,Action,68.0,4.4,1989,N/A,https://m.media-amazon.com/images/M/MV5BOWE3NmNiMGItMDg4OS00M2JhLWJmZTctOGM5MTdjZGUwZWE0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_SX300.jpg,tt0266929
1081,Miami Blues,Comedy,7383.0,6.4,1990,An ex-con's first act of freedom is moving to Miami where he restarts his old criminal ways with even more potency.,https://m.media-amazon.com/images/M/MV5BMzcwZmJkYWYtZTFhMi00NDQ0LTk4NDgtYmJlY2ZmYjg0NjI0XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,tt0100143
1082,Extralarge: Miami Killer,Action,196.0,5.8,1991,Agent Blake finds the corpse of a child. It is one of a long chain. The murderer is called The Miami Killer by the newspapers. Extralarge assists the police in their investigation. All the ...,https://m.media-amazon.com/images/M/MV5BZDgzNzM3NDEtOGE5Ny00Y2I3LTlmZTgtY2FkMzVlMDY2OTJhXkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_SX300.jpg,tt0101840
1083,Miami Beach Cops,Action,26.0,3.5,1992,"A pair of rookie members of a Florida sheriff's department trail two guys involved in a convenience store shooting,to the aquatic acquisition of counterfeit currency,to delivery of the bogus bucks to 'Mr. Big'.",N/A,tt0180831
1084,Moon Over Miami,Drama,147.0,7.6,1993,"In this detective series,Walter Tatum,a qualified,independent,self-made private investigator in Miami with a small staff,gets stuck with Gwen Cross,a spoiled but intelligent rich girl...",https://m.media-amazon.com/images/M/MV5BNDA3ZGYwOTAtNDk2Ny00NGE4LWI3MDgtNjYwMThjYzU0MmYxXkEyXkFqcGdeQXVyMjcyMDU4NA@@._V1_SX300.jpg,tt0106069
1085,Miami Models,Comedy,32.0,4.0,1994,"Barry's millionaire boss leaves him in charge of his South Miami Beach mansion,and together with his son,Barry Jr.,they use the house as a base of operations for a new modeling agency. ...",https://m.media-amazon.com/images/M/MV5BMTUyMjY5MjM4OV5BMl5BanBnXkFtZTcwNzY1NjAwMQ@@._V1_SX300.jpg,tt0110504
1086,Miami Rhapsody,Comedy,3001.0,5.3,1995,"Gwyn Marcus has always wanted a marriage like her parents. She has just accepted the proposal of her boyfriend Matt,but she has misgivings about their future together. Her fear of ...",https://m.media-amazon.com/images/M/MV5BZDI0NmU5ZTgtZTMxZi00OGExLTk5NTEtNWQzODU4NDYyZTJlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,tt0113808
1087,Miami Hustle,Crime,170.0,3.3,1996,"Marsha,a con artist with a conscience,has agreed to take on an unusual scheme in order to pay off a debt to a lawyer who helped out her brother. An elderly millionaire is about to die,...",https://m.media-amazon.com/images/M/MV5BMjAzNTIwOTA1N15BMl5BanBnXkFtZTcwOTEyODQyMQ@@._V1_SX300.jpg,tt0117037
1088,Miami,Crime,13.0,4.1,1997,A German crime syndicate which imports weapons into the United States have had a special assassin's gun stolen in transit. Mucho mayhem follows.,N/A,tt0212343
1089,Miami Sands,Drama,41.0,7.6,1998,N/A,https://m.media-amazon.com/images/M/MV5BZTljZDQwYzUtMzFhNC00YzczLTkzZDEtODM4MGRhN2E0ZjQ4XkEyXkFqcGdeQXVyODgzMDY4MDc@._V1_SX300.jpg,tt0181931
1090,S Club 7 in Miami,Comedy,455.0,5.9,1999,"The S Club 7 are high-energy and easy on the eyes with big personality. These British youths are packaged for stardom through albums,television series,and the occasional BBC special.",https://m.media-amazon.com/images/M/MV5BMjAyODI0OTg5NF5BMl5BanBnXkFtZTcwMDk0MzAyMQ@@._V1_SX300.jpg,tt0210432
1091,Miami Guns,Animation,29.0,7.2,2000,N/A,https://m.media-amazon.com/images/M/MV5BYmZlY2Y5MzEtYWUyZS00ZDYxLTk0N2UtYjVkZWNiMmNhMGZhXkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_SX300.jpg,tt0468607
1092,Me and My Baby in Miami,Short,9.0,7.0,2001,"A gay reporter comes out of the closet. His pimp nephew's prostitute girlfriend is pregnant,and his lover leaves him.",N/A,tt0472627
1093,Miami (2002),Documentary,6.0,5.8,2002,"'Miami' is the fourth film by artist Sarah Morris. Operating between a documentary,the biography of a city and a form of non-narrative fiction,'Miami' shifts between sites of production,...",N/A,tt0406995
1094,A Miami Tail,Comedy,172.0,3.3,2003,"In this urban-hip re-telling of the classic Greek comedy 'Lysistrata,' a daring young woman convinces her girlfriends to help rid their neighborhood of crime,by refusing to have sex with their gangster boyfriends until the violence stops.",https://m.media-amazon.com/images/M/MV5BMjExNzIyNTU4OV5BMl5BanBnXkFtZTcwNDE4MzAwMQ@@._V1_SX300.jpg,tt0368026
1096,Miami Ink,Documentary,2479.0,6.5,2005,5 tattoo artists move to South Beach to open up a tattoo shop.,https://m.media-amazon.com/images/M/MV5BMjA2ODM4NTMwM15BMl5BanBnXkFtZTcwNDE5ODIxMw@@._V1_SX300.jpg,tt0472014
1097,Miami Vice,Action,106293.0,6.0,2006,"Based on the 1980s TV action/drama,this update focuses on vice detectives Crockett and Tubbs as their respective personal and professional lives become dangerously intertwined.",https://m.media-amazon.com/images/M/MV5BMTM4MDQ5MTkxMV5BMl5BanBnXkFtZTcwMTU4MzUzMQ@@._V1_SX300.jpg,tt0430357
1099,Muhammad Ali: Made in Miami,Biography,740.0,7.2,2008,Explores the critical role that Miami played in the evolution of one of the most significant cultural figures of our time: Muhammad Ali (nÃ© Cassius Clay).,https://m.media-amazon.com/images/M/MV5BNzc5NTgxMDExMF5BMl5BanBnXkFtZTgwNzkyMzA2MDE@._V1_SX300.jpg,tt1372281
1100,Kourtney & Kim Take Miami,Reality-TV,3164.0,3.4,2009,Two of the Kardashian sisters go to Miami Beach for the summer to open a branch of their clothing boutique and to socialize and party.,https://m.media-amazon.com/images/M/MV5BZWE3Yjk3MmMtYjVjMi00NTRhLTkwZjYtOWE4MjQ5YmQ5YTZmXkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_SX300.jpg,tt1491299
1101,Miami Medical,Action,1181.0,7.2,2010,"A medical drama about a team of expert trauma surgeons,who shine brightest when working under pressure against the clock to save critically injured patients.",https://m.media-amazon.com/images/M/MV5BMTQ2ODUzNjU1Nl5BMl5BanBnXkFtZTcwNjA4MTEzMw@@._V1_SX300.jpg,tt1406662
1102,Louis Theroux: Miami Megajail,Documentary,1094.0,7.6,2011,Louis spends time in one of Miami County Jail's most notorious sections,https://m.media-amazon.com/images/M/MV5BZWUxZDU5MmUtN2RmZC00MGEwLWI0YmItNThmMGIzNjliNTFkXkEyXkFqcGdeQXVyMTA3NTEwMzgy._V1_SX300.jpg,tt1954630
1103,Dance Moms: Miami,Reality-TV,176.0,4.0,2012,"Stars Dance Studio,where the school's owners and renowned contemporary dance instructors Victor Smalley and Angel Armas train a group of aspiring dancers. Inevitably,the drama will come ...",https://m.media-amazon.com/images/M/MV5BMjE0MzgzODUzN15BMl5BanBnXkFtZTgwOTUzNzAxMzE@._V1_SX300.jpg,tt2190731
1104,Miami Monkey,N/A,44.0,5.3,2013,N/A,https://m.media-amazon.com/images/M/MV5BMTQ2ODY3NjYwNl5BMl5BanBnXkFtZTgwNzA5MjAxMzE@._V1_SX300.jpg,tt3159822
1108,Miami (2017),Crime,493.0,5.6,2017,"Two sisters reunite after years of separation. Their lives intertwine as they share a dream of a bright future,only to find out that the past can't be easily undone.",https://m.media-amazon.com/images/M/MV5BYTE2MzY5NTMtMTlmZC00Yjc5LWFlNmQtY2RlZGYzMTQ1ZDUwXkEyXkFqcGdeQXVyNjQ5ODA5NQ@@._V1_SX300.jpg,tt5822148
1109,Love & Hip Hop: Miami,Reality-TV,126.0,4.0,2018,'Love and Hip Hop Miami' turns up the heat and doesn't hold back in making the 305 the place to be. Multi-platinum selling hip-hop legend Trick Daddy is back in the studio collaborating ...,https://m.media-amazon.com/images/M/MV5BYzdiMTRjMzYtOTNmYS00YjNmLThmMWMtZGZhOWYxZjhiZmYwXkEyXkFqcGdeQXVyODg3NDc1OTE@._V1_SX300.jpg,tt7370908
1110,ReMastered: The Miami Showband Massacre,N/A,472.0,7.0,2019,"In 1974,while on the way home from a gig,the apolitical rock group,The Miami Showband,fell into the crosshairs of a Protestant unionist paramilitary group that planted explosives on their bus when it was stopped at a fake checkpoint.",https://m.media-amazon.com/images/M/MV5BYTlkODRmZmYtNTQwOC00NmY0LTliM2QtODA0NzVlYTQ4OWY4XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,tt9046568
1111,Love in Rome,Drama,194.0,6.7,1960,"A young impoverished aristocrat and struggling writer falls for the charms of an aspiring starlet,whose amoral nature and hungry curiosity drives her from one adventure to another.",https://m.media-amazon.com/images/M/MV5BZTIwYzYxM2EtZjYxNS00ZmE0LWI4YTktYjA3ZDk2YzFmN2JhXkEyXkFqcGdeQXVyMjU5OTg5NDc@._V1_SX300.jpg,tt0053597
1112,Amazons of Rome,Adventure,115.0,5.1,1961,A warrior chieftain dashes between his barbaric allies and a beleaguered city that's being defended by embattled women warriors.,https://m.media-amazon.com/images/M/MV5BMzQyMTQyNDYzMl5BMl5BanBnXkFtZTgwNTE5Nzk1MDE@._V1_SX300.jpg,tt0055590
1113,Rome Adventure,Drama,981.0,6.5,1962,"Prudence resigns from her teaching position after being criticized for giving a student her copy of a romance novel. She sails for Italy,takes a job at a small bookstore in Rome,and meets...",https://m.media-amazon.com/images/M/MV5BZGQzMGIzMmEtMDU0NC00YTk5LWFiYjYtMTYyZTUyOTU5MzhjXkEyXkFqcGdeQXVyNTU3MTY2Mg@@._V1_SX300.jpg,tt0056424
1114,Gidget Goes to Rome,Comedy,573.0,5.1,1963,"Frances,now 17,is still in love with Moondoggy. She can persuade her parents to allow them a journey to Rome,together with two of her and two of his friends. However they have to take an...",https://m.media-amazon.com/images/M/MV5BMTkzNjIwNTc4M15BMl5BanBnXkFtZTcwNDE3NjEyMQ@@._V1_SX300.jpg,tt0057100
1115,Giants of Rome,Adventure,180.0,4.9,1964,An elite group of soldiers led by the courageous Claudius Marcellus are handpicked by Julius Caesar to embark on a desperate and dangerous suicide mission to destroy the Druids' secret weapon.,https://ia.media-imdb.com/images/M/MV5BMTU4OTUxMjM5M15BMl5BanBnXkFtZTcwNzI5ODY3Mw@@._V1_SX300.jpg,tt0058140
1116,Assassination in Rome,Thriller,73.0,5.6,1965,"In this crime-thriller,Rome proves to be an unhappy destination for an American couple when the husband is kidnapped and his wife begins a desperate search for him.",https://m.media-amazon.com/images/M/MV5BNDQwMTg1NzE4NF5BMl5BanBnXkFtZTcwNjA2NzkzMQ@@._V1_SX300.jpg,tt0057485
1118,Tony Rome,Crime,2022.0,6.6,1967,"Tony Rome,a tough Miami PI living on a boat,is hired by a local millionaire to find jewelry stolen from his daughter,and in the process has several encounters with local hoods as well as the Miami Beach PD.",https://m.media-amazon.com/images/M/MV5BNjBhOTQ2ZjAtNTY5Ny00YWUxLTgwZTItMzA4ODg2YWZkNmJkXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,tt0062380
1119,Bandits in Rome,Crime,61.0,6.5,1968,"A professional holdup man with scruples has a young ambitious partner who covets his wife and his life. When the holdup man goes to prison,the partner cuts loose,leaving a trail of deaths behind him.",https://m.media-amazon.com/images/M/MV5BNzg0NjgwMjA3Nl5BMl5BanBnXkFtZTgwNjIxODk1MDE@._V1_SX300.jpg,tt0063516
1120,To Rome with Love,Comedy,33.0,7.5,1969,"After his wife dies,Michael Endicott leaves Iowa with his three daughters to accept a teaching position at the American Overseas School in Rome,Italy. His sister,Harriet Endicott also ...",https://m.media-amazon.com/images/M/MV5BNmQyODA5OTItY2Q3YS00ODA3LWI5YTgtMmYyYmYzMzczNGFkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjcyMDU4NA@@._V1_SX300.jpg,tt0063958
